test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,rest_stock_update,00:01:00,global information,6000,6000,0,100,1.11,2.53,15.32,2.37,2.7,3.64,6.09,0.8,0.045,0.048,0.051,0.3
