test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,graphql_details_opts20_inclTrue,00:01:00,global information,3000,3000,0,50,3.54,7.51,35.45,7.39,8.1,10.75,12.38,1.66,13.422,13.813,14.03,40.5
