test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,rest_details_opts0_inclFalse,00:01:00,global information,3000,3000,0,50,4.16,7.82,17.44,7.32,8.16,11.9,13.14,1.81,0.743,0.764,0.776,2.2
